Audiofile,start,end,class
S01_U04.CH4,8727.54,8733.64,foreground
S01_U04.CH4,8733.64,8741.71,foreground
S01_U04.CH4,8741.71,8742.09,foreground
S01_U04.CH4,8742.09,8743.11,background
S01_U04.CH4,8743.11,8743.92,foreground
S01_U04.CH4,8743.92,8744.47,background
S01_U04.CH4,8744.47,8746.45,foreground
S01_U04.CH4,8746.45,8746.74,background
S01_U04.CH4,8746.74,8748.09,foreground
S01_U04.CH4,8748.09,8748.7,foreground
S01_U04.CH4,8748.7,8749.31,foreground
S01_U04.CH4,8749.31,8750.55,foreground
S01_U04.CH4,8750.55,8753.25,foreground
S01_U04.CH4,8753.25,8753.63,foreground
S01_U04.CH4,8753.63,8755.53,foreground
S01_U04.CH4,8755.53,8755.93,foreground
S01_U04.CH4,8755.93,8756.5,foreground
S01_U04.CH4,8756.5,8776.26,foreground
S01_U04.CH4,8776.26,8780.59,foreground
S01_U04.CH4,8780.59,8783.33,foreground
S01_U04.CH4,8783.33,8783.94,foreground
S01_U04.CH4,8783.94,8791.44,foreground
S01_U04.CH4,8791.44,8808.21,foreground
S01_U04.CH4,8808.21,8808.92,foreground
S01_U04.CH4,8808.92,8809.75,foreground
S01_U04.CH4,8809.75,8811.41,foreground
S01_U04.CH4,8811.41,8818.48,foreground
S01_U04.CH4,8818.48,8818.81,background
S01_U04.CH4,8818.81,8835.38,foreground
S01_U04.CH4,8835.38,8839.19,foreground
S01_U04.CH4,8839.19,8843.38,foreground
S01_U04.CH4,8843.38,8843.82,foreground
S01_U04.CH4,8843.82,8846.49,foreground
S01_U04.CH4,8846.49,8855.74,foreground
S01_U04.CH4,8855.74,8856.71,foreground
S01_U04.CH4,8856.71,8857.36,foreground
S01_U04.CH4,8857.36,8868.63,foreground
S01_U04.CH4,8868.63,8877.73,foreground
S01_U04.CH4,8877.73,8878.38,foreground
S01_U04.CH4,8878.38,8889.06,foreground
S01_U04.CH4,8889.06,8889.52,foreground
S01_U04.CH4,8889.52,8889.77,background
S01_U04.CH4,8889.77,8891.04,foreground
S01_U04.CH4,8891.04,8892.06,background
S01_U04.CH4,8892.06,8892.39,background
S01_U04.CH4,8892.39,8892.59,foreground
S01_U04.CH4,8892.59,8893.31,foreground
S01_U04.CH4,8893.31,8894.25,foreground
S01_U04.CH4,8894.25,8895.3,background
S01_U04.CH4,8895.3,8896.07,foreground
S01_U04.CH4,8896.07,8896.89,foreground
S01_U04.CH4,8896.89,8897.19,background
S01_U04.CH4,8897.19,8897.96,background
S01_U04.CH4,8897.96,8899.68,foreground
S01_U04.CH4,8899.68,8904.87,foreground
S01_U04.CH4,8904.87,8921.14,foreground
S01_U04.CH4,8921.14,8922.31,foreground
S01_U04.CH4,8922.31,8924.85,foreground
S01_U04.CH4,8924.85,8926.46,foreground
S01_U04.CH4,8926.46,8928.23,foreground
S01_U04.CH4,8928.23,8929.35,foreground
S01_U04.CH4,8929.35,8930.39,foreground
S01_U04.CH4,8930.39,8930.73,foreground
S01_U04.CH4,8930.73,8931.12,foreground
S01_U04.CH4,8931.12,8931.64,foreground
S01_U04.CH4,8931.64,8936.79,foreground
S01_U04.CH4,8936.79,8937.52,foreground
S01_U04.CH4,8937.52,8937.89,background
S01_U04.CH4,8937.89,8940.41,foreground
S01_U04.CH4,8940.41,8940.85,background
S01_U04.CH4,8940.85,8941.69,background
S01_U04.CH4,8941.69,8941.93,background
S01_U04.CH4,8941.93,8942.23,foreground
S01_U04.CH4,8942.23,8942.43,background
S01_U04.CH4,8942.43,8944.79,foreground
S01_U04.CH4,8944.79,8946.1,foreground
S01_U04.CH4,8946.1,8946.7,background
S01_U04.CH4,8946.7,8947.04,foreground
S01_U04.CH4,8947.04,8948.33,foreground
S01_U04.CH4,8948.33,8949.18,foreground
S01_U04.CH4,8949.18,8949.51,foreground
S01_U04.CH4,8949.51,8950.86,foreground
S01_U04.CH4,8950.86,8951.26,foreground
S01_U04.CH4,8951.26,8952.45,foreground
S01_U04.CH4,8952.45,8952.71,foreground
S01_U04.CH4,8952.71,8953.07,foreground
S01_U04.CH4,8953.07,8953.37,foreground
S01_U04.CH4,8953.37,8953.69,foreground
S01_U04.CH4,8953.69,8955.0,foreground
S01_U04.CH4,8955.0,8955.45,foreground
S01_U04.CH4,8955.45,8955.68,background
S01_U04.CH4,8955.68,8959.67,foreground
S01_U04.CH4,8959.67,8960.45,foreground
S01_U04.CH4,8960.45,8960.79,background
S01_U04.CH4,8960.79,8961.6,foreground
S01_U04.CH4,8961.6,8962.63,foreground
S01_U04.CH4,8962.63,8963.5,background
S01_U04.CH4,8963.5,8965.15,foreground
S01_U04.CH4,8965.15,8965.87,foreground
S01_U04.CH4,8965.87,8966.31,foreground
S01_U04.CH4,8966.31,8966.64,background
S01_U04.CH4,8966.64,8967.06,background
S01_U04.CH4,8967.06,8967.4,foreground
S01_U04.CH4,8967.4,8969.01,foreground
S01_U04.CH4,8969.01,8981.19,foreground
S01_U04.CH4,8981.19,8982.05,foreground
S01_U04.CH4,8982.05,8983.08,foreground
S01_U04.CH4,8983.08,8985.87,foreground
S01_U04.CH4,8985.87,8989.91,foreground
S01_U04.CH4,8989.91,8990.72,foreground
S01_U04.CH4,8990.72,8998.65,foreground
S01_U04.CH4,8998.65,8998.91,background
S01_U04.CH4,8998.91,8999.13,foreground
S01_U04.CH4,8999.13,8999.67,foreground
S01_U04.CH4,8999.67,8999.98,background
S01_U04.CH4,8999.98,9000.23,foreground
S01_U04.CH4,9000.23,9001.27,foreground
S01_U04.CH4,9001.27,9002.12,foreground
S01_U04.CH4,9002.12,9005.45,foreground
S01_U04.CH4,9005.45,9006.94,foreground
S01_U04.CH4,9006.94,9007.51,background
S01_U04.CH4,9007.51,9008.21,foreground
S01_U04.CH4,9008.21,9010.88,foreground
S01_U04.CH4,9010.88,9012.61,foreground
S01_U04.CH4,9012.61,9014.52,foreground
S01_U04.CH4,9014.52,9015.19,background
S01_U04.CH4,9015.19,9015.71,background
S01_U04.CH4,9015.71,9015.99,background
S01_U04.CH4,9015.99,9016.56,foreground
S01_U04.CH4,9016.56,9016.95,foreground
S01_U04.CH4,9016.95,9017.32,background
S01_U04.CH4,9017.32,9017.72,background
S01_U04.CH4,9017.72,9018.11,background
S01_U04.CH4,9018.11,9018.73,foreground
S01_U04.CH4,9018.73,9020.54,foreground
S01_U04.CH4,9020.54,9021.9,foreground
S01_U04.CH4,9021.9,9022.26,foreground
S01_U04.CH4,9022.26,9022.58,foreground
S01_U04.CH4,9022.58,9023.05,background
S01_U04.CH4,9023.05,9024.3,foreground
S01_U04.CH4,9024.3,9025.02,background
S01_U04.CH4,9025.02,9025.69,foreground
S01_U04.CH4,9025.69,9026.9,foreground
S01_U04.CH4,9026.9,9028.38,background
S01_U04.CH4,9028.38,9029.16,foreground
S01_U04.CH4,9029.16,9029.5,background
S01_U04.CH4,9029.5,9030.17,foreground
S01_U04.CH4,9030.17,9030.53,foreground
S01_U04.CH4,9030.53,9031.43,foreground
S01_U04.CH4,9031.43,9031.64,background
S01_U04.CH4,9031.64,9033.4,foreground
S01_U04.CH4,9033.4,9034.71,foreground
S01_U04.CH4,9034.71,9035.46,foreground
S01_U04.CH4,9035.46,9036.3,foreground
S01_U04.CH4,9036.3,9037.39,foreground
S01_U04.CH4,9037.39,9038.59,foreground
S01_U04.CH4,9038.59,9039.04,foreground
S01_U04.CH4,9039.04,9039.35,foreground
S01_U04.CH4,9039.35,9040.57,foreground
S01_U04.CH4,9040.57,9041.95,foreground
S01_U04.CH4,9041.95,9042.45,foreground
S01_U04.CH4,9042.45,9042.94,background
S01_U04.CH4,9042.94,9043.55,foreground
S01_U04.CH4,9043.55,9044.65,foreground
S01_U04.CH4,9044.65,9045.42,background
S01_U04.CH4,9045.42,9046.64,foreground
S01_U04.CH4,9046.64,9047.54,foreground
S01_U04.CH4,9047.54,9047.92,foreground
S01_U04.CH4,9047.92,9048.3,background
S01_U04.CH4,9048.3,9048.6,foreground
S01_U04.CH4,9048.6,9049.24,background
S01_U04.CH4,9049.24,9050.38,foreground
S01_U04.CH4,9050.38,9050.84,foreground
S01_U04.CH4,9050.84,9051.33,background
S01_U04.CH4,9051.33,9052.12,foreground
S01_U04.CH4,9052.12,9052.53,background
S01_U04.CH4,9052.53,9053.34,foreground
S01_U04.CH4,9053.34,9054.05,foreground
S01_U04.CH4,9054.05,9054.63,foreground
S01_U04.CH4,9054.63,9054.98,background
S01_U04.CH4,9054.98,9055.52,foreground
S01_U04.CH4,9055.52,9055.78,foreground
S01_U04.CH4,9055.78,9058.68,foreground
S01_U04.CH4,9058.68,9059.6,foreground
S01_U04.CH4,9059.6,9072.01,foreground
S01_U04.CH4,9072.01,9074.76,foreground
S01_U04.CH4,9074.76,9075.6,foreground
S01_U04.CH4,9075.6,9079.96,foreground
S01_U04.CH4,9079.96,9085.86,foreground
S01_U04.CH4,9085.86,9086.33,foreground
S01_U04.CH4,9086.33,9089.54,foreground
S01_U04.CH4,9089.54,9090.64,foreground
S01_U04.CH4,9090.64,9098.27,foreground
S01_U04.CH4,9098.27,9098.83,background
S01_U04.CH4,9098.83,9101.36,foreground
S01_U04.CH4,9101.36,9101.83,foreground
S01_U04.CH4,9101.83,9102.15,foreground
S01_U04.CH4,9102.15,9102.65,foreground
S01_U04.CH4,9102.65,9103.71,foreground
S01_U04.CH4,9103.71,9107.13,foreground
S01_U04.CH4,9107.13,9114.13,foreground
S01_U04.CH4,9114.13,9116.11,foreground
S01_U04.CH4,9116.11,9116.85,foreground
S01_U04.CH4,9116.85,9122.02,foreground
S01_U04.CH4,9122.02,9122.35,background
S01_U04.CH4,9122.35,9127.4,foreground
S01_U04.CH4,9127.4,9132.87,foreground
S01_U04.CH4,9132.87,9133.84,foreground
S01_U04.CH4,9133.84,9136.26,foreground
S01_U04.CH4,9136.26,9138.2,foreground
S01_U04.CH4,9138.2,9139.28,foreground
S01_U04.CH4,9139.28,9140.97,foreground
S01_U04.CH4,9140.97,9143.93,foreground
S01_U04.CH4,9143.93,9150.6,foreground
S01_U04.CH4,9150.6,9196.91,foreground
S01_U04.CH4,9196.91,9198.12,foreground
S01_U04.CH4,9198.12,9206.53,foreground
S01_U04.CH4,9206.53,9207.11,foreground
S01_U04.CH4,9207.11,9218.0,foreground
S01_U04.CH4,9218.0,9220.32,foreground
S01_U04.CH4,9220.32,9235.0,foreground
S01_U04.CH4,9235.0,9235.28,background
S01_U04.CH4,9235.28,9237.8,foreground
S01_U04.CH4,9237.8,9240.55,foreground
S01_U04.CH4,9240.55,9241.64,foreground
S01_U04.CH4,9241.64,9243.12,foreground
S01_U04.CH4,9243.12,9247.93,foreground
S01_U04.CH4,9247.93,9248.18,background
S01_U04.CH4,9248.18,9249.45,foreground
S01_U04.CH4,9249.45,9251.04,foreground
S01_U04.CH4,9251.04,9251.36,foreground
S01_U04.CH4,9251.36,9251.6,background
S01_U04.CH4,9251.6,9255.65,foreground
S01_U04.CH4,9255.65,9260.23,foreground
S01_U04.CH4,9260.23,9260.6,background
S01_U04.CH4,9260.6,9260.97,background
S01_U04.CH4,9260.97,9261.34,background
S01_U04.CH4,9261.34,9262.22,foreground
S01_U04.CH4,9262.22,9262.5,background
S01_U04.CH4,9262.5,9270.71,foreground
S01_U04.CH4,9270.71,9275.25,foreground
S01_U04.CH4,9275.25,9281.55,foreground
S01_U04.CH4,9281.55,9285.68,foreground
S01_U04.CH4,9285.68,9287.48,foreground
S01_U04.CH4,9287.48,9295.91,foreground
S01_U04.CH4,9295.91,9310.87,foreground
S01_U04.CH4,9310.87,9311.59,foreground
S01_U04.CH4,9311.59,9312.21,background
S01_U04.CH4,9312.21,9312.51,background
S01_U04.CH4,9312.51,9313.54,foreground
S01_U04.CH4,9313.54,9327.47,foreground
S01_U04.CH4,9327.47,9327.75,background
S01_U04.CH4,9327.75,9328.21,foreground
S01_U04.CH4,9328.21,9331.19,foreground
S01_U04.CH4,9331.19,9332.26,foreground
S01_U04.CH4,9332.26,9334.15,foreground
S01_U04.CH4,9334.15,9335.57,foreground
S01_U04.CH4,9335.57,9336.58,foreground
S01_U04.CH4,9336.58,9338.36,foreground
S01_U04.CH4,9338.36,9341.9,foreground
S01_U04.CH4,9341.9,9344.55,foreground
S01_U04.CH4,9344.55,9345.0,foreground
S01_U04.CH4,9345.0,9345.85,foreground
S01_U04.CH4,9345.85,9346.28,foreground
S01_U04.CH4,9346.28,9352.6,foreground
S01_U04.CH4,9352.6,9355.76,foreground
S01_U04.CH4,9355.76,9357.06,foreground
S01_U04.CH4,9357.06,9359.81,foreground
S01_U04.CH4,9359.81,9366.61,foreground
S01_U04.CH4,9366.61,9367.14,foreground
S01_U04.CH4,9367.14,9380.81,foreground
S01_U04.CH4,9380.81,9382.07,foreground
S01_U04.CH4,9382.07,9382.65,foreground
S01_U04.CH4,9382.65,9383.06,foreground
S01_U04.CH4,9383.06,9384.85,foreground
S01_U04.CH4,9384.85,9387.5,foreground
S01_U04.CH4,9387.5,9388.59,foreground
S01_U04.CH4,9388.59,9389.59,foreground
S01_U04.CH4,9389.59,9396.14,foreground
S01_U04.CH4,9396.14,9396.73,foreground
S01_U04.CH4,9396.73,9402.6,foreground
S01_U04.CH4,9402.6,9403.52,foreground
S01_U04.CH4,9403.52,9404.85,foreground
S01_U04.CH4,9404.85,9405.28,background
S01_U04.CH4,9405.28,9405.63,background
S01_U04.CH4,9405.63,9411.86,foreground
S01_U04.CH4,9411.86,9413.02,foreground
S01_U04.CH4,9413.02,9413.63,foreground
S01_U04.CH4,9413.63,9414.23,foreground
S01_U04.CH4,9414.23,9416.83,foreground
S01_U04.CH4,9416.83,9418.83,foreground
S01_U04.CH4,9418.83,9421.21,foreground
S01_U04.CH4,9421.21,9421.73,foreground
S01_U04.CH4,9421.73,9422.37,foreground
S01_U04.CH4,9422.37,9422.59,background
S01_U04.CH4,9422.59,9424.57,background
S01_U04.CH4,9424.57,9425.61,foreground
S01_U04.CH4,9425.61,9426.68,foreground
S01_U04.CH4,9426.68,9427.32,foreground
S01_U04.CH4,9427.32,9428.4,foreground
S01_U04.CH4,9428.4,9429.17,background
S01_U04.CH4,9429.17,9431.47,foreground
S01_U04.CH4,9431.47,9433.09,foreground
S01_U04.CH4,9433.09,9442.11,foreground
S01_U04.CH4,9442.11,9452.98,foreground
S01_U04.CH4,9452.98,9454.89,foreground
S01_U04.CH4,9454.89,9455.21,background
S01_U04.CH4,9455.21,9455.48,foreground
S01_U04.CH4,9455.48,9455.77,foreground
S01_U04.CH4,9455.77,9458.36,foreground
S01_U04.CH4,9458.36,9458.62,foreground
S01_U04.CH4,9458.62,9460.26,foreground
S01_U04.CH4,9460.26,9460.52,background
S01_U04.CH4,9460.52,9461.99,foreground
S01_U04.CH4,9461.99,9465.91,foreground
S01_U04.CH4,9465.91,9467.51,foreground
S01_U04.CH4,9467.51,9468.8,foreground
S01_U04.CH4,9468.8,9469.19,foreground
S01_U04.CH4,9469.19,9470.46,foreground
S01_U04.CH4,9470.46,9470.93,foreground
S01_U04.CH4,9470.93,9476.9,foreground
S01_U04.CH4,9476.9,9479.5,foreground
S01_U04.CH4,9479.5,9479.82,background
S01_U04.CH4,9479.82,9480.14,foreground
S01_U04.CH4,9480.14,9480.96,foreground
S01_U04.CH4,9480.96,9488.19,foreground
S01_U04.CH4,9488.19,9488.7,foreground
S01_U04.CH4,9488.7,9489.2,foreground
S01_U04.CH4,9489.2,9492.56,foreground
S01_U04.CH4,9492.56,9492.95,background
S01_U04.CH4,9492.95,9494.95,foreground
S01_U04.CH4,9494.95,9495.66,foreground
S01_U04.CH4,9495.66,9496.06,foreground
S01_U04.CH4,9496.06,9500.11,foreground
S01_U04.CH4,9500.11,9501.74,foreground
S01_U04.CH4,9501.74,9503.07,foreground
S01_U04.CH4,9503.07,9508.83,foreground
S01_U04.CH4,9508.83,9509.33,foreground
S01_U04.CH4,9509.33,9510.73,foreground
S01_U04.CH4,9510.73,9511.22,foreground
S01_U04.CH4,9511.22,9512.02,foreground
S01_U04.CH4,9512.02,9513.49,foreground
S01_U04.CH4,9513.49,9514.41,background
S01_U04.CH4,9514.41,9516.71,foreground
S01_U04.CH4,9516.71,9517.92,foreground
S01_U04.CH4,9517.92,9518.64,foreground
S01_U04.CH4,9518.64,9523.27,foreground
S01_U04.CH4,9523.27,9523.99,foreground
S01_U04.CH4,9523.99,9529.31,foreground
S01_U04.CH4,9529.31,9530.47,foreground
S01_U04.CH4,9530.47,9531.85,foreground
S01_U04.CH4,9531.85,9544.16,foreground
